348	0.642
349	0.548
350	0.434
351	0.324
352	0.232
353	0.163
354	0.114
355	0.076
356	0.038
357	-0.007
358	-0.063
359	-0.126
360	-0.188
361	-0.230
362	-0.237
363	-0.195
364	-0.102
365	0.037
366	0.212
367	0.397
368	0.558
369	0.657
370	0.668
371	0.580
372	0.398
373	0.143
374	-0.156
375	-0.454
376	-0.704
377	-0.868
378	-0.924
379	-0.876
380	-0.743
381	-0.561
382	-0.375
383	-0.228
384	-0.157
385	-0.180
386	-0.286
387	-0.430
388	-0.553
389	-0.590
390	-0.494
391	-0.242
392	0.160
393	0.676
394	1.241
395	1.773
396	2.182
397	2.391
398	2.357
399	2.083
400	1.611
401	1.009
402	0.356
403	-0.266
404	-0.785
405	-1.146
406	-1.321
407	-1.316
408	-1.165
409	-0.921
410	-0.635
411	-0.350
412	-0.101
413	0.088
414	0.206
415	0.261
416	0.276
417	0.271
418	0.256
419	0.230
420	0.190
421	0.132
422	0.057
423	-0.033
424	-0.137
425	-0.255
426	-0.380
427	-0.499
428	-0.594
429	-0.647
430	-0.647
431	-0.594
432	-0.495
433	-0.362
434	-0.207
435	-0.045
436	0.109
437	0.235
438	0.321
439	0.363
440	0.366
441	0.335
442	0.274
443	0.189
444	0.081
445	-0.045
446	-0.182
447	-0.325
448	-0.462
449	-0.578
450	-0.663
451	-0.707
452	-0.703
453	-0.648
454	-0.541
455	-0.389
456	-0.206
457	-0.016
458	0.159
459	0.301
460	0.394
461	0.429
462	0.407
463	0.334
464	0.223
465	0.088
466	-0.058
467	-0.197
468	-0.317
469	-0.406
470	-0.459
471	-0.473
472	-0.446
473	-0.380
474	-0.280
475	-0.154
476	-0.019
477	0.112
478	0.230
479	0.328
480	0.402
481	0.446
482	0.456
483	0.435
484	0.391
485	0.334
486	0.266
487	0.184
488	0.088
489	-0.016
490	-0.118
491	-0.213
492	-0.300
493	-0.381
494	-0.456
495	-0.515
496	-0.550
497	-0.562
498	-0.552
499	-0.522
500	-0.460
501	-0.356
502	-0.208
503	-0.024
504	0.185
505	0.408
506	0.636
507	0.854
508	1.034
509	1.148
510	1.180
511	1.125
512	0.990
513	0.781
514	0.510
515	0.205
516	-0.095
517	-0.351
518	-0.533
519	-0.623
520	-0.613
521	-0.505
522	-0.318
523	-0.085
524	0.150
525	0.348
526	0.481
527	0.535
528	0.504
529	0.396
530	0.232
531	0.044
532	-0.131
533	-0.266
534	-0.350
535	-0.381
536	-0.368
537	-0.324
538	-0.263
539	-0.199
540	-0.142
541	-0.099
542	-0.071
543	-0.050
544	-0.028
545	0.005
546	0.047
547	0.095
548	0.143
549	0.189
550	0.234
551	0.278
552	0.318
553	0.347
554	0.364
555	0.374
556	0.382
557	0.390
558	0.397
559	0.404
560	0.414
561	0.432
562	0.457
563	0.489
564	0.524
565	0.554
566	0.574
567	0.572
568	0.539
569	0.463
570	0.335
571	0.153
572	-0.078
573	-0.352
574	-0.653
575	-0.962
576	-1.254
577	-1.509
578	-1.703
579	-1.816
580	-1.835
581	-1.757
582	-1.591
583	-1.347
584	-1.044
585	-0.707
586	-0.366
587	-0.047
588	0.230
589	0.448
590	0.602
591	0.694
592	0.730
593	0.718
594	0.664
595	0.583
596	0.488
597	0.389
598	0.293
599	0.206
600	0.131
601	0.062
602	-0.004
603	-0.064
604	-0.113
605	-0.151
606	-0.187
607	-0.220
608	-0.248
609	-0.275
610	-0.304
611	-0.333
612	-0.349
613	-0.353
614	-0.356
615	-0.358
616	-0.348
617	-0.320
618	-0.284
619	-0.247
620	-0.205
621	-0.149
622	-0.089
623	-0.044
624	-0.020
625	-0.007
626	0.001
627	0.003
628	0.000
629	-0.001
