Depth[m]	Vp[m/s]	Density[kg/m3]
1825.90	2962.9	2330
1826.06	2934.5	2287
1826.21	2881.7	2240
1826.36	2835.5	2197
1826.51	2826.2	2188
1826.67	2854.3	2198
1826.82	2897.1	2260
1826.97	2952.3	2284
1827.12	3009.7	2265
1827.28	3041.1	2253
1827.43	3026.6	2324
1827.58	3003.0	2377
1827.73	2984.4	2425
1827.89	2985.0	2442
1828.04	3027.2	2427
1828.19	3070.7	2416
1828.34	3101.3	2423
1828.50	3094.5	2432
1828.65	3083.3	2426
1828.80	3072.2	2415
1828.95	3061.1	2343
1829.10	3041.2	2293
1829.26	3018.0	2276
1829.41	2995.2	2243
1829.56	2981.6	2210
1829.71	2971.1	2202
1829.87	2960.6	2194
1830.02	2957.1	2184
1830.17	2995.1	2190
1830.32	3053.3	2222
1830.48	3113.9	2268
1830.63	3161.3	2315
1830.78	3189.7	2337
1830.93	3193.8	2349
1831.09	3156.7	2316
1831.24	3100.9	2288
1831.39	3036.2	2254
1831.54	2976.5	2212
1831.70	2961.7	2192
1831.85	3007.2	2187
1832.00	3045.4	2210
1832.15	3069.5	2231
1832.31	3081.4	2261
1832.46	3057.5	2281
1832.61	3033.9	2258
1832.76	3062.5	2283
1832.91	3082.7	2319
1833.07	3090.6	2351
1833.22	3102.8	2345
1833.37	3120.5	2354
1833.52	3115.8	2357
1833.68	3089.1	2345
1833.83	3051.4	2341
1833.98	3014.6	2365
1834.13	3004.2	2361
1834.29	3004.2	2380
1834.44	2996.6	2383
1834.59	2944.3	2389
1834.74	2893.8	2398
1834.90	2842.8	2402
1835.05	2797.3	2395
1835.20	2773.7	2413
1835.35	2795.8	2431
1835.51	2818.2	2430
1835.66	2831.3	2424
1835.81	2849.8	2421
1835.96	2876.6	2431
1836.12	2896.6	2441
1836.27	2896.6	2446
1836.42	2896.6	2420
1836.57	2896.6	2419
1836.72	2888.2	2414
1836.88	2889.4	2407
1837.03	2958.9	2412
1837.18	3031.8	2408
1837.33	3110.6	2421
1837.49	3129.9	2442
1837.64	3113.9	2464
1837.79	3129.7	2485
1837.94	3237.3	2446
1838.10	3351.7	2420
1838.25	3468.9	2440
1838.40	3325.4	2452
1838.55	3198.7	2437
1838.71	3081.2	2407
1838.86	3034.2	2377
1839.01	3020.9	2367
1839.16	3044.0	2372
1839.32	3067.4	2377
1839.47	3082.6	2355
1839.62	3017.1	2333
1839.77	2978.2	2318
1839.93	2966.9	2328
1840.08	3011.8	2326
1840.23	3120.1	2359
1840.38	3152.5	2401
1840.53	3185.6	2396
1840.69	3219.4	2389
1840.84	3252.2	2375
1840.99	3234.1	2359
1841.14	3210.1	2365
1841.30	3168.1	2362
1841.45	3127.6	2373
1841.60	3090.4	2342
1841.75	3081.5	2317
1841.91	3072.1	2308
1842.06	3062.8	2346
1842.21	3055.0	2376
1842.36	3055.0	2384
1842.52	3043.8	2365
1842.67	3014.5	2351
1842.82	2985.8	2366
1842.97	2960.0	2371
1843.13	2943.7	2368
1843.28	2952.0	2358
1843.43	2926.5	2355
1843.58	2901.6	2372
1843.74	2877.2	2347
1843.89	2880.3	2337
1844.04	2882.3	2347
1844.19	2870.1	2354
1844.34	2872.3	2361
1844.50	2888.3	2346
1844.65	2905.5	2340
1844.80	2927.9	2326
1844.95	2950.7	2316
1845.11	2972.2	2332
1845.26	2986.3	2347
1845.41	3001.8	2338
1845.56	3137.4	2326
1845.72	3282.7	2345
1845.87	3377.4	2351
1846.02	3418.6	2355
1846.17	3437.8	2381
1846.33	3378.2	2413
1846.48	3328.1	2407
1846.63	3256.5	2420
1846.78	3188.0	2405
1846.94	3128.1	2392
1847.09	3103.0	2403
1847.24	3077.8	2411
1847.39	3059.8	2394
1847.55	3068.7	2386
1847.70	3077.6	2371
1847.85	3068.7	2348
1848.00	3038.0	2327
1848.15	3019.1	2348
1848.31	3031.6	2361
1848.46	3048.5	2360
1848.61	3100.5	2366
1848.76	3115.8	2348
1848.92	3094.8	2328
1849.07	3107.1	2317
1849.22	3146.5	2329
1849.37	3187.0	2308
1849.53	3228.3	2304
1849.68	3199.8	2318
1849.83	3171.9	2336
1849.98	3201.8	2367
1850.14	3423.4	2357
1850.29	3712.4	2375
1850.44	4054.6	2370
1850.59	4378.2	2371
1850.75	4480.6	2418
1850.90	4112.2	2478
1851.05	3742.6	2470
1851.20	3434.4	2446
1851.36	3239.4	2401
1851.51	3179.4	2361
1851.66	3170.3	2348
1851.81	3135.4	2336
1851.96	3095.5	2332
1852.12	3064.4	2328
1852.27	3044.4	2332
1852.42	3036.3	2331
1852.57	3041.0	2314
1852.73	3025.4	2292
1852.88	3009.7	2271
1853.03	3003.0	2249
1853.18	3021.7	2227
1853.34	3056.4	2217
1853.49	3127.4	2216
1853.64	3201.7	2234
1853.79	3262.6	2282
1853.95	3212.9	2330
1854.10	3152.7	2339
1854.25	3126.5	2351
1854.40	3136.1	2366
1854.56	3226.3	2358
1854.71	3423.4	2382
1854.86	3624.4	2366
1855.01	3674.1	2383
1855.17	3557.9	2419
1855.32	3308.4	2440
1855.47	3092.4	2454
1855.62	2978.5	2411
1855.77	2963.1	2373
1855.93	2968.3	2335
1856.08	2969.3	2297
1856.23	2969.1	2254
1856.38	2996.5	2222
1856.54	3030.2	2207
1856.69	3064.7	2189
1856.84	3100.0	2233
1856.99	3109.0	2271
1857.15	3122.0	2297
1857.30	3204.6	2326
1857.45	3270.9	2355
1857.60	3296.6	2373
1857.76	3286.5	2379
1857.91	3166.9	2372
1858.06	3000.4	2389
1858.21	2850.9	2346
1858.37	2796.4	2339
1858.52	2816.9	2340
1858.67	2850.7	2339
1858.82	2864.9	2362
1858.98	2854.2	2371
1859.13	2912.0	2380
1859.28	2980.7	2384
1859.43	3050.5	2376
1859.58	3082.7	2367
1859.74	3058.9	2359
1859.89	3042.6	2355
1860.04	3051.0	2372
1860.19	3059.4	2386
1860.35	3067.8	2400
1860.50	3076.2	2400
1860.65	3084.7	2405
1860.80	3093.2	2410
1860.96	3113.6	2402
1861.11	3136.1	2373
1861.26	3098.0	2342
1861.41	3070.2	2334
1861.57	3212.4	2322
1861.72	3458.2	2310
1861.87	3744.7	2350
1862.02	3930.4	2408
1862.18	3626.1	2454
1862.33	3307.4	2475
1862.48	3056.0	2396
1862.63	2956.6	2354
1862.79	2886.1	2329
1862.94	2867.1	2314
1863.09	2912.8	2320
1863.24	3020.1	2327
1863.39	3145.0	2340
1863.55	3216.7	2360
1863.70	3233.3	2387
1863.85	3197.6	2475
1864.00	3129.8	2436
1864.16	3091.4	2378
1864.31	3082.8	2355
1864.46	3090.6	2309
1864.61	3098.5	2266
1864.77	3104.7	2239
1864.92	3110.0	2218
1865.07	3115.3	2212
1865.22	3120.6	2228
1865.38	3117.9	2225
1865.53	3107.0	2240
1865.68	3096.1	2281
1865.83	3085.4	2315
1865.99	3095.7	2323
1866.14	3113.8	2322
1866.29	3132.8	2324
1866.44	3134.7	2361
1866.60	3136.6	2367
1866.75	3138.5	2371
1866.90	3173.3	2377
1867.05	3276.2	2408
1867.20	3397.8	2426
1867.36	3528.9	2439
1867.51	3607.4	2456
1867.66	3490.8	2461
1867.81	3403.5	2415
1867.97	3451.6	2375
1868.12	3504.5	2335
1868.27	3341.5	2322
1868.42	3165.7	2309
1868.58	3007.4	2293
1868.73	2853.5	2274
1868.88	2819.5	2208
1869.03	2835.8	2144
1869.19	2835.7	2138
1869.34	2850.4	2136
1869.49	2901.6	2171
1869.64	2954.9	2217
1869.80	3010.2	2257
1869.95	3055.0	2277
1870.10	3057.2	2301
1870.25	3059.3	2329
1870.41	3060.9	2317
1870.56	3030.9	2299
1870.71	3001.8	2284
1870.86	2977.3	2275
1871.01	2977.0	2322
1871.17	3016.8	2322
1871.32	3045.9	2336
1871.47	3015.6	2330
1871.62	3016.2	2340
1871.78	3040.3	2340
1871.93	3090.9	2342
1872.08	3167.9	2367
1872.23	3263.8	2362
1872.39	3241.4	2383
1872.54	3218.4	2371
1872.69	3467.7	2348
1872.84	3738.5	2328
1873.00	3976.2	2320
1873.15	3668.6	2380
1873.30	3043.3	2407
1873.45	2600.1	2385
1873.61	2427.4	2280
1873.76	2592.7	2206
1873.91	3078.4	2206
1874.06	3581.0	2274
1874.22	4148.0	2369
1874.37	4440.0	2465
1874.52	4480.7	2536
1874.67	4208.7	2548
1874.82	4034.8	2522
1874.98	3962.0	2477
1875.13	3861.5	2485
1875.28	3717.8	2489
1875.43	3614.6	2468
1875.59	3635.7	2473
1875.74	3434.5	2422
1875.89	3277.8	2369
1876.04	3134.7	2315
1876.20	3013.0	2261
1876.35	2995.6	2215
1876.50	3055.5	2198
1876.65	3072.6	2245
1876.81	3022.8	2218
1876.96	3022.2	2195
1877.11	3029.6	2212
1877.26	3006.0	2171
1877.42	3000.1	2140
1877.57	2993.1	2130
1877.72	2982.3	2142
1877.87	2972.2	2178
1878.03	2976.6	2232
1878.18	2985.5	2293
1878.33	2997.0	2334
1878.48	3004.4	2313
1878.63	2978.5	2302
1878.79	2953.3	2323
1878.94	2935.6	2359
1879.09	2954.7	2391
1879.24	2974.1	2366
1879.40	2964.2	2361
1879.55	2947.1	2350
1879.70	2933.7	2315
1879.85	2908.3	2236
1880.01	2868.5	2162
1880.16	2829.7	2153
1880.31	2781.2	2170
1880.46	2832.9	2162
1880.62	2918.5	2191
1880.77	3009.5	2217
1880.92	3079.4	2263
1881.07	3101.1	2314
1881.23	3116.2	2361
1881.38	3175.8	2377
1881.53	3384.3	2380
1881.68	3574.2	2410
1881.84	3611.6	2410
1881.99	3414.1	2435
1882.14	3248.8	2371
1882.29	3224.9	2343
1882.44	3523.6	2353
1882.60	3575.0	2408
1882.75	3490.5	2476
1882.90	3323.8	2524
1883.05	3127.8	2473
1883.21	2992.5	2377
1883.36	3027.8	2394
1883.51	3086.7	2424
1883.66	3147.9	2421
1883.82	3293.3	2430
1883.97	3670.5	2418
1884.12	3497.7	2431
1884.27	3235.1	2421
1884.43	3254.4	2431
1884.58	3276.5	2435
1884.73	3248.8	2448
1884.88	3009.8	2490
1885.04	2698.2	2453
1885.19	2850.8	2398
1885.34	3036.9	2392
1885.49	2975.6	2397
1885.65	2910.3	2382
1885.80	2584.8	2355
1885.95	2771.1	2334
1886.10	3115.8	2311
1886.25	3228.3	2307
1886.41	3373.2	2317
1886.56	3480.7	2330
1886.71	3289.9	2359
1886.86	3161.9	2340
1887.02	3107.3	2312
1887.17	3068.6	2299
1887.32	3050.2	2292
1887.47	3032.1	2317
1887.63	3016.9	2324
1887.78	3009.4	2333
1887.93	2989.9	2361
1888.08	2943.8	2360
1888.24	2899.2	2358
1888.39	2855.4	2400
1888.54	2843.0	2384
1888.69	2839.7	2371
1888.85	2836.4	2398
1889.00	2833.1	2407
1889.15	2829.7	2417
1889.30	2835.5	2427
1889.46	2866.8	2400
1889.61	2942.0	2417
1889.76	3016.1	2398
1889.91	3113.0	2374
1890.06	3092.3	2369
1890.22	3058.6	2386
1890.37	3029.9	2420
1890.52	3015.9	2417
1890.67	3034.0	2408
1890.83	3043.6	2386
1890.98	3014.4	2380
1891.13	2985.8	2377
1891.28	2972.4	2430
1891.44	2979.6	2414
1891.59	2960.7	2401
1891.74	2938.1	2415
1891.89	2957.9	2397
1892.05	3085.3	2421
1892.20	3215.1	2427
1892.35	3356.3	2474
1892.50	3456.7	2520
1892.66	3492.5	2541
1892.81	3373.9	2553
1892.96	3252.2	2478
1893.11	3074.4	2422
1893.27	3004.2	2389
1893.42	3048.9	2368
1893.57	3060.3	2342
1893.72	3056.7	2313
1893.87	3031.3	2265
1894.03	3060.9	2216
1894.18	3125.0	2184
1894.33	3191.9	2184
1894.48	3234.5	2189
1894.64	3258.5	2209
1894.79	3245.3	2243
1894.94	3289.4	2293
1895.09	3375.6	2331
1895.25	3486.0	2351
1895.40	3603.9	2388
1895.55	3731.0	2430
1895.70	3832.3	2447
1895.86	3766.9	2467
1896.01	3647.3	2507
1896.16	3479.6	2520
1896.31	3363.8	2501
1896.47	3354.0	2454
1896.62	3377.4	2417
1896.77	3347.1	2411
1896.92	3265.0	2424
1897.08	3165.9	2415
1897.23	3085.6	2407
1897.38	3106.7	2401
1897.53	3130.7	2408
1897.68	3138.3	2413
1897.84	3064.5	2402
1897.99	2986.4	2417
1898.14	2930.0	2412
1898.29	2925.0	2408
1898.45	2950.3	2396
1898.60	2988.6	2377
1898.75	3122.6	2371
1898.90	3293.5	2370
1899.06	3430.2	2369
1899.21	3408.1	2386
1899.36	3304.5	2417
1899.51	3172.7	2455
1899.67	3085.0	2422
1899.82	3080.3	2369
1899.97	3095.1	2356
1900.12	3110.1	2375
1900.28	3127.1	2397
1900.43	3157.3	2414
1900.58	3188.1	2396
1900.73	3213.3	2381
1900.89	3228.3	2359
1901.04	3210.1	2341
1901.19	3191.7	2343
1901.34	3207.2	2343
1901.49	3231.4	2336
1901.65	3226.8	2351
1901.80	3184.5	2332
1901.95	3143.3	2307
1902.10	3103.1	2282
1902.26	3067.2	2285
1902.41	3088.9	2306
1902.56	3093.5	2345
1902.71	3090.7	2358
1902.87	3087.8	2377
1903.02	3085.0	2394
1903.17	3084.7	2369
1903.32	3098.7	2349
1903.48	3112.8	2334
1903.63	3127.1	2340
1903.78	3141.5	2331
1903.93	3156.0	2343
1904.09	3185.8	2361
1904.24	3218.2	2345
1904.39	3232.8	2363
1904.54	3222.6	2393
1904.70	3212.6	2408
1904.85	3251.7	2416
1905.00	3333.8	2424
1905.15	3436.9	2412
1905.30	3481.3	2397
1905.46	3324.9	2392
1905.61	3177.4	2388
1905.76	3079.8	2385
1905.91	3024.0	2397
1906.07	2983.1	2423
1906.22	2975.7	2434
1906.37	2976.5	2426
1906.52	2977.3	2422
1906.68	2978.0	2421
1906.83	2953.1	2416
1906.98	2925.2	2423
1907.13	2892.6	2412
1907.29	2865.1	2408
1907.44	2874.2	2422
1907.59	2883.3	2451
1907.74	2907.5	2462
1907.90	2942.0	2418
1908.05	3001.3	2401
1908.20	3063.1	2386
1908.35	3110.2	2371
1908.51	3117.1	2355
1908.66	3102.3	2370
1908.81	3087.6	2390
1908.96	3094.3	2397
1909.11	3117.6	2407
1909.27	3155.2	2431
1909.42	3193.8	2447
1909.57	3252.2	2463
1909.72	3222.4	2489
1909.88	3167.3	2514
1910.03	3107.8	2463
1910.18	3039.5	2406
1910.33	3029.6	2410
1910.49	3035.7	2397
1910.64	3041.8	2387
1910.79	3031.9	2400
1910.94	3029.2	2408
1911.10	3059.8	2389
1911.25	3070.3	2383
1911.40	3061.1	2361
1911.55	3054.7	2352
1911.71	2992.9	2331
1911.86	2978.0	2303
1912.01	3057.6	2283
1912.16	3120.6	2308
1912.32	3161.9	2330
1912.47	3142.5	2360
1912.62	3054.3	2396
1912.77	2983.5	2387
1912.92	2915.9	2378
1913.08	2850.9	2393
1913.23	2892.7	2405
1913.38	2959.8	2407
1913.53	3015.5	2390
1913.69	3034.9	2399
1913.84	2976.5	2387
1913.99	2951.5	2418
1914.14	2942.5	2445
1914.30	2933.6	2448
1914.45	2940.6	2429
1914.60	2960.1	2410
1914.75	2976.5	2393
1914.91	2987.5	2407
1915.06	3075.9	2346
1915.21	3189.2	2331
1915.36	3311.2	2318
1915.52	3449.4	2313
1915.67	3414.6	2332
1915.82	3337.6	2290
1915.97	3237.8	2261
1916.13	3183.9	2254
1916.28	3168.4	2286
1916.43	3171.5	2274
1916.58	3174.9	2254
1916.73	3187.0	2244
1916.89	3190.9	2249
1917.04	3180.8	2237
1917.19	3174.1	2222
1917.34	3172.2	2207
1917.50	3170.2	2196
1917.65	3168.4	2201
1917.80	3144.6	2221
1917.95	3122.5	2209
1918.11	3120.1	2192
1918.26	3120.1	2181
1918.41	3120.1	2200
1918.56	3099.3	2209
1918.72	3077.2	2213
1918.87	3055.0	2259
1919.02	3058.7	2251
1919.17	3062.6	2245
1919.33	3066.5	2257
1919.48	3045.5	2276
1919.63	3019.5	2301
1919.78	2994.0	2323
1919.94	2968.8	2336
1920.09	2977.2	2319
1920.24	3005.8	2276
1920.39	3039.2	2250
1920.54	3073.3	2236
1920.70	3086.7	2214
1920.85	3092.5	2246
1921.00	3082.6	2265
1921.15	3060.8	2297
1921.31	3039.3	2337
1921.46	3044.7	2343
1921.61	3067.2	2336
1921.76	3114.2	2333
1921.92	3161.5	2340
1922.07	3210.2	2329
1922.22	3260.4	2319
1922.37	3295.7	2313
1922.53	3309.3	2326
1922.68	3289.6	2344
1922.83	3284.1	2386
1922.98	3306.9	2427
1923.14	3317.0	2439
1923.29	3262.2	2422
1923.44	3209.1	2422
1923.59	3168.9	2411
1923.75	3170.5	2417
1923.90	3273.8	2406
1924.05	3482.9	2413
1924.20	3605.0	2427
1924.35	3654.5	2421
1924.51	3536.9	2416
1924.66	3347.9	2418
1924.81	3561.4	2426
1924.96	3452.8	2445
1925.12	3268.9	2469
1925.27	3099.9	2445
1925.42	3036.3	2404
1925.57	3000.8	2384
1925.73	2975.0	2399
1925.88	2955.7	2404
1926.03	2936.6	2389
1926.18	2950.5	2376
1926.34	2989.7	2383
1926.49	3094.1	2359
1926.64	3250.3	2368
1926.79	3358.9	2380
1926.95	3294.7	2395
1927.10	3175.4	2403
1927.25	3083.1	2378
1927.40	3024.4	2377
1927.56	3044.9	2374
1927.71	3073.9	2387
1927.86	3075.7	2403
1928.01	3091.5	2419
1928.16	3109.9	2431
1928.32	3171.3	2397
1928.47	3274.0	2368
1928.62	3484.3	2354
1928.77	3723.3	2375
1928.93	3813.3	2361
1929.08	3725.5	2353
1929.23	3437.6	2343
1929.38	3169.4	2306
1929.54	3015.6	2259
1929.69	3036.7	2208
1929.84	3072.7	2191
1929.99	3101.2	2256
1930.15	3117.1	2314
1930.30	3134.5	2324
1930.45	3153.6	2353
1930.60	3173.0	2344
1930.76	3191.4	2331
1930.91	3200.4	2318
1931.06	3181.6	2309
1931.21	3162.7	2351
1931.37	3171.7	2341
1931.52	3184.0	2358
1931.67	3198.1	2350
1931.82	3277.8	2367
1931.97	3366.9	2395
1932.13	3422.4	2405
1932.28	3355.1	2408
1932.43	3205.7	2392
1932.58	3105.9	2398
1932.74	3104.7	2379
1932.89	3130.0	2338
1933.04	3155.8	2311
1933.19	3181.9	2334
1933.35	3199.8	2352
1933.50	3215.8	2357
1933.65	3222.4	2353
1933.80	3229.3	2363
1933.96	3235.1	2373
1934.11	3231.0	2341
1934.26	3226.7	2310
1934.41	3222.4	2295
1934.57	3240.5	2254
1934.72	3264.3	2238
1934.87	3275.3	2228
1935.02	3261.0	2250
1935.18	3237.5	2277
1935.33	3214.2	2315
1935.48	3204.1	2334
1935.63	3224.8	2313
1935.78	3245.7	2286
1935.94	3267.3	2255
1936.09	3261.6	2239
1936.24	3242.1	2242
1936.39	3199.3	2232
1936.55	3157.5	2242
1936.70	3128.4	2255
1936.85	3117.2	2288
1937.00	3120.0	2322
1937.16	3142.9	2361
1937.31	3165.1	2348
1937.46	3132.6	2328
1937.61	3102.0	2323
1937.77	3072.1	2328
1937.92	3042.7	2337
1938.07	3045.8	2342
1938.22	3063.3	2317
1938.38	3080.9	2322
1938.53	3091.0	2331
1938.68	3098.4	2338
1938.83	3105.8	2328
1938.99	3145.8	2375
1939.14	3197.1	2391
1939.29	3215.4	2382
1939.44	3224.7	2373
1939.59	3217.8	2350
1939.75	3200.8	2358
1939.90	3184.0	2362
1940.05	3167.4	2341
1940.20	3152.1	2350
1940.36	3156.9	2363
1940.51	3161.4	2358
1940.66	3152.0	2353
1940.81	3141.2	2372
1940.97	3129.7	2359
1941.12	3127.1	2364
1941.27	3102.6	2355
1941.42	3071.2	2351
1941.58	3040.5	2367
1941.73	3014.1	2369
1941.88	2984.0	2366
1942.03	2928.7	2389
1942.19	2875.4	2387
1942.34	2824.0	2399
1942.49	2795.9	2381
1942.64	2875.6	2390
1942.80	3010.0	2370
1942.95	3159.2	2354
1943.10	3241.9	2388
1943.25	3172.4	2421
1943.40	3117.4	2443
1943.56	3104.1	2442
1943.71	3146.4	2468
1943.86	3196.1	2483
1944.01	3239.3	2450
1944.17	3305.9	2429
1944.32	3375.2	2409
1944.47	3447.5	2391
1944.62	3536.7	2383
1944.78	3431.9	2377
1944.93	3245.3	2399
1945.08	3304.7	2418
1945.23	3042.9	2428
1945.39	3151.2	2435
1945.54	3273.0	2418
1945.69	2965.2	2400
1945.84	2717.0	2391
1946.00	2870.1	2375
1946.15	3392.3	2336
1946.30	3313.7	2325
1946.45	3248.8	2319
1946.61	3603.1	2334
1946.76	3530.4	2344
1946.91	3472.8	2335
1947.06	3667.6	2353
1947.21	3589.9	2379
1947.37	3591.2	2391
1947.52	3720.3	2362
1947.67	4114.6	2377
1947.82	3960.4	2394
1947.98	3644.6	2401
1948.13	3565.5	2434
1948.28	3856.7	2469
1948.43	4487.2	2497
1948.59	4287.5	2502
1948.74	4002.0	2462
1948.89	4199.0	2467
1949.04	3843.4	2473
1949.20	3458.5	2402
1949.35	3124.5	2332
1949.50	2933.3	2290
1949.65	2901.9	2254
1949.81	2929.0	2223
1949.96	2963.3	2211
1950.11	2998.5	2204
1950.26	3030.1	2226
1950.42	3049.0	2240
1950.57	3056.6	2255
1950.72	3063.8	2261
1950.87	3071.7	2221
1951.02	3085.1	2198
1951.18	3068.2	2180
1951.33	3040.3	2162
1951.48	3013.1	2151
1951.63	2992.5	2160
1951.79	2998.3	2140
1951.94	3037.2	2128
1952.09	3092.3	2135
1952.24	3173.1	2157
1952.40	3258.9	2143
1952.55	3249.3	2154
1952.70	3221.9	2170
1952.85	3209.1	2190
1953.01	3241.0	2216
1953.16	3269.4	2242
1953.31	3225.8	2281
1953.46	3087.9	2324
1953.62	2950.4	2355
1953.77	2857.2	2381
1953.92	2812.4	2382
1954.07	2791.3	2389
1954.23	2838.2	2381
1954.38	2888.9	2384
1954.53	2914.4	2363
1954.68	2905.0	2357
1954.83	2872.2	2376
1954.99	2922.8	2365
1955.14	2974.4	2404
1955.29	3024.9	2382
1955.44	2929.7	2373
1955.60	2720.3	2398
1955.75	2604.4	2376
1955.90	2670.1	2338
1956.05	2885.7	2321
1956.21	2780.4	2300
1956.36	2941.7	2264
1956.51	2905.6	2227
1956.66	3016.0	2213
1956.82	3145.0	2207
1956.97	3173.9	2214
1957.12	3176.8	2243
1957.27	3224.5	2265
1957.43	3273.3	2244
1957.58	3294.8	2224
1957.73	3295.3	2229
1957.88	3225.2	2228
1958.04	3201.7	2213
1958.19	3121.5	2244
1958.34	3025.5	2241
1958.49	3109.6	2260
1958.64	3134.9	2283
1958.80	3165.5	2309
1958.95	3318.9	2348
1959.10	3504.3	2368
1959.25	3409.0	2378
1959.41	3185.8	2375
1959.56	2955.1	2385
1959.71	2825.6	2389
1959.86	2917.3	2382
1960.02	3067.2	2376
1960.17	3276.7	2374
1960.32	3333.5	2382
1960.47	3249.1	2386
1960.63	3290.2	2383
1960.78	3330.4	2384
1960.93	3351.6	2399
1961.08	3267.0	2418
1961.24	3211.8	2436
1961.39	3158.5	2450
1961.54	3107.4	2422
1961.69	3061.8	2398
1961.85	3045.5	2354
1962.00	3028.5	2310
1962.15	3039.1	2292
1962.30	3050.0	2278
1962.45	3057.5	2265
1962.61	3052.4	2278.9
1962.76	3047.3	2286.9
1962.91	3059.4	2294.8
1963.06	3132.8	2302.8
1963.22	3287.2	2310.8
1963.37	3436.8	2406
1963.52	3492.3	2430
1963.67	3258.7	2442
1963.83	3159.0	2418
1963.98	3200.6	2397
1964.13	3264.3	2373
1964.28	3351.0	2460
1964.44	3420.0	2494
1964.59	3384.0	2514
1964.74	3351.4	2490
1964.89	3323.1	2495
1965.05	3295.3	2467
1965.20	3268.0	2455
1965.35	3241.2	2454
1965.50	3233.3	2472
1965.66	3230.4	2500
1965.81	3216.1	2507
1965.96	3295.9	2512
1966.11	3475.2	2463
1966.26	3616.5	2444
1966.42	3622.3	2436
1966.57	3508.2	2396
1966.72	3354.6	2362
1966.87	3219.9	2329
1967.03	3117.3	2295
1967.18	3031.7	2279
1967.33	2995.0	2287
1967.48	2984.5	2295
1967.64	2973.8	2270
1967.79	2963.1	2239
1967.94	2941.8	2211
1968.09	2935.1	2216
1968.25	2974.0	2217
1968.40	2976.1	2205
1968.55	2972.9	2177
1968.70	2979.5	2183
1968.86	2987.4	2179
1969.01	2937.4	2174
1969.16	2877.3	2183
1969.31	2894.7	2189
1969.47	2998.1	2182
1969.62	3091.5	2197
1969.77	2960.4	2215
1969.92	2775.9	2175
1970.07	2734.8	2131
1970.23	2753.6	2092
1970.38	2898.2	2177
1970.53	3075.5	2243
1970.68	3178.3	2269
1970.84	3183.4	2284
1970.99	3146.1	2275
1971.14	3071.3	2236
1971.29	3006.1	2227
1971.45	2943.6	2232
1971.60	2892.0	2254
1971.75	2938.9	2298
1971.90	3014.5	2290
1972.06	3117.3	2373
1972.21	3245.6	2474
1972.36	3183.6	2513
1972.51	3086.2	2506
1972.67	3070.8	2484
1972.82	3140.7	2460
1972.97	3216.4	2413
1973.12	3328.4	2445
1973.28	3425.3	2473
1973.43	3445.4	2424
1973.58	3370.8	2386
1973.73	3342.6	2371
1973.88	3461.2	2373
1974.04	3635.6	2396
1974.19	3828.4	2435
1974.34	3961.8	2480
1974.49	4080.2	2527
1974.65	4098.8	2553
1974.80	4118.4	2580
1974.95	4319.8	2635
1975.10	4589.5	2692
1975.26	4898.1	2713
1975.41	4811.8	2697
1975.56	4166.2	2670
1975.71	3633.9	2633
1975.87	3270.4	2575
1976.02	3221.9	2517
1976.17	3243.2	2464
1976.32	3267.3	2446
1976.48	3291.9	2436
1976.63	3289.8	2416
1976.78	3235.5	2402
1976.93	3192.1	2428
1977.09	3133.7	2394
1977.24	3025.5	2362
1977.39	3044.2	2264
1977.54	3079.8	2276
1977.69	3139.7	2323
1977.85	3060.6	2366
1978.00	3005.4	2390
1978.15	3102.2	2263
1978.30	3171.0	2258
1978.46	3221.9	2263
1978.61	3377.4	2242
1978.76	3355.0	2227
1978.91	3315.5	2213
1979.07	3426.3	2258
1979.22	3781.6	2301
1979.37	4219.7	2355
1979.52	4540.3	2429
1979.68	4921.6	2503
1979.83	4739.8	2545
1979.98	4487.1	2520
1980.13	4258.3	2505
1980.29	4073.4	2508
1980.44	3975.8	2496
1980.59	3883.1	2486
1980.74	3818.1	2526
1980.90	3945.5	2544
1981.05	4140.2	2522
1981.20	4197.1	2534
1981.35	4109.4	2545
1981.50	3821.8	2551
1981.66	3751.9	2527
1981.81	3928.9	2517
1981.96	4110.3	2514
1982.11	4278.6	2535
1982.27	4099.7	2524
1982.42	3355.2	2475
1982.57	2891.7	2424
1982.72	2778.4	2358
1982.88	2912.3	2268
1983.03	3234.0	2295
1983.18	3459.8	2341
1983.33	3492.3	2370
1983.49	3328.9	2374
1983.64	3123.8	2361
1983.79	3088.7	2398
1983.94	3111.1	2445
1984.10	3156.0	2467
1984.25	3440.9	2501
1984.40	4009.5	2515
1984.55	4338.9	2512
1984.71	4241.3	2551
1984.86	4096.4	2534
1985.01	3647.1	2501
1985.16	3552.4	2474
1985.31	3586.2	2487
1985.47	3569.6	2474
1985.62	3544.6	2458
1985.77	3427.4	2444
1985.92	3306.9	2432
1986.08	3260.2	2440
1986.23	3289.9	2452
1986.38	3320.2	2433
1986.53	3351.0	2426
1986.69	3383.1	2425
1986.84	3355.1	2440
1986.99	3295.1	2412
1987.14	3238.0	2395
1987.30	3199.8	2450
1987.45	3171.5	2429
1987.60	3146.1	2402
1987.75	3204.8	2466
1987.91	3225.3	2461
1988.06	3150.9	2465
1988.21	3136.9	2439
1988.36	3165.3	2417
1988.52	3153.9	2432
1988.67	3130.1	2445
1988.82	3181.9	2477
1988.97	3152.6	2465
1989.12	3136.1	2448
1989.28	3088.7	2415
1989.43	3037.0	2384
